Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
8/16/2018,8:00,0.269,-,0.447
8/16/2018,9:00,0.432,-,0.595
8/16/2018,10:00,0.496,-,0.675
8/16/2018,11:00,0.448,-,0.554
8/16/2018,12:00,0.305,-,0.409
8/16/2018,13:00,0.107,-,0.211
8/16/2018,14:00,-0.105,-,0.007
8/16/2018,15:00,-0.293,-,-0.155
8/16/2018,16:00,-0.414,-,-0.251
8/16/2018,17:00,-0.418,-,-0.241
8/16/2018,18:00,-0.303,-,-0.088
8/16/2018,19:00,-0.117,-,0.12
8/16/2018,20:00,0.088,-,0.361
8/16/2018,21:00,0.271,-,0.524
8/16/2018,22:00,0.384,-,0.645
8/16/2018,23:00,0.396,-,0.587
8/17/2018,0:00,0.312,-,0.472
8/17/2018,1:00,0.161,-,0.282
8/17/2018,2:00,-0.014,-,0.099
8/17/2018,3:00,-0.176,-,-0.082
8/17/2018,4:00,-0.289,-,-0.156
8/17/2018,5:00,-0.304,-,-0.211
8/17/2018,6:00,-0.201,-,-0.037
8/17/2018,7:00,-0.02,-,0.14
8/17/2018,8:00,0.181,-,0.34
8/17/2018,9:00,0.362,-,0.539
8/17/2018,10:00,0.48,-,0.636
8/17/2018,11:00,0.499,-,0.638
8/17/2018,12:00,0.414,-,0.527
8/17/2018,13:00,0.254,-,0.343
8/17/2018,14:00,0.057,-,0.148
8/17/2018,15:00,-0.141,-,-0.072
8/17/2018,16:00,-0.311,-,-0.239
8/17/2018,17:00,-0.411,-,-0.351
8/17/2018,18:00,-0.403,-,-0.321
8/17/2018,19:00,-0.299,-,-0.16
8/17/2018,20:00,-0.142,-,0.033
8/17/2018,21:00,0.033,-,0.251
8/17/2018,22:00,0.191,-,0.383
8/17/2018,23:00,0.287,-,0.455
8/18/2018,0:00,0.295,-,0.418
8/18/2018,1:00,0.225,-,0.326
8/18/2018,2:00,0.106,-,0.202
8/18/2018,3:00,-0.026,-,0.058
8/18/2018,4:00,-0.143,-,-0.017
8/18/2018,5:00,-0.21,-,-0.085
8/18/2018,6:00,-0.187,-,-0.03
8/18/2018,7:00,-0.071,-,0.041
8/18/2018,8:00,0.095,-,0.204
8/18/2018,9:00,0.267,-,0.379
8/18/2018,10:00,0.413,-,0.506
8/18/2018,11:00,0.493,-,0.573
8/18/2018,12:00,0.479,-,0.553
8/18/2018,13:00,0.377,-,0.465
8/18/2018,14:00,0.217,-,0.302
8/18/2018,15:00,0.031,-,0.111
8/18/2018,16:00,-0.151,-,-0.085
8/18/2018,17:00,-0.305,-,-0.241
8/18/2018,18:00,-0.393,-,-0.331
8/18/2018,19:00,-0.39,-,-0.325
8/18/2018,20:00,-0.309,-,-0.193
8/18/2018,21:00,-0.182,-,-0.059
8/18/2018,22:00,-0.03,-,0.145
8/18/2018,23:00,0.111,-,0.309
8/19/2018,0:00,0.2,-,0.404
8/19/2018,1:00,0.219,-,0.411
8/19/2018,2:00,0.174,-,0.362
8/19/2018,3:00,0.089,-,0.24
8/19/2018,4:00,-0.007,-,0.127
8/19/2018,5:00,-0.089,-,0.036
8/19/2018,6:00,-0.127,-,0.014
8/19/2018,7:00,-0.09,-,0.031
8/19/2018,8:00,0.018,-,0.14
8/19/2018,9:00,0.162,-,0.266
8/19/2018,10:00,0.308,-,0.418
8/19/2018,11:00,0.426,-,0.52
8/19/2018,12:00,0.481,-,0.589
8/19/2018,13:00,0.453,-,0.546
8/19/2018,14:00,0.352,-,0.45
8/19/2018,15:00,0.201,-,0.294
8/19/2018,16:00,0.028,-,0.133
8/19/2018,17:00,-0.141,-,-0.055
8/19/2018,18:00,-0.288,-,-0.185
8/19/2018,19:00,-0.381,-,-0.273
8/19/2018,20:00,-0.394,-,-0.269
8/19/2018,21:00,-0.337,-,-0.203
8/19/2018,22:00,-0.231,-,-0.071
8/19/2018,23:00,-0.092,-,0.073
8/20/2018,0:00,0.046,-,0.228
8/20/2018,1:00,0.145,-,0.346
8/20/2018,2:00,0.184,-,0.399
8/20/2018,3:00,0.165,-,0.381
8/20/2018,4:00,0.107,-,0.311
8/20/2018,5:00,0.034,-,0.245
8/20/2018,6:00,-0.031,-,0.2
8/20/2018,7:00,-0.063,-,0.141
8/20/2018,8:00,-0.032,-,0.168
8/20/2018,9:00,0.061,-,0.214
8/20/2018,10:00,0.185,-,0.303
8/20/2018,11:00,0.312,-,0.44
8/20/2018,12:00,0.416,-,0.566
8/20/2018,13:00,0.464,-,0.616
8/20/2018,14:00,0.44,-,0.567
8/20/2018,15:00,0.346,-,0.493
8/20/2018,16:00,0.204,-,0.324
8/20/2018,17:00,0.04,-,0.159
8/20/2018,18:00,-0.127,-,-0.006
8/20/2018,19:00,-0.282,-,-0.158
8/20/2018,20:00,-0.389,-,-0.275
8/20/2018,21:00,-0.419,-,-0.323
8/20/2018,22:00,-0.377,-,-0.257
8/20/2018,23:00,-0.279,-,-0.143
8/21/2018,0:00,-0.138,-,0.039
8/21/2018,1:00,0.014,-,0.2
8/21/2018,2:00,0.133,-,0.361
8/21/2018,3:00,0.193,-,0.449
8/21/2018,4:00,0.191,-,0.451
8/21/2018,5:00,0.146,-,0.383
8/21/2018,6:00,0.08,-,0.306
8/21/2018,7:00,0.01,-,0.241
8/21/2018,8:00,-0.034,-,0.136
8/21/2018,9:00,-0.016,-,0.136
8/21/2018,10:00,0.064,-,0.182
8/21/2018,11:00,0.175,-,0.281
8/21/2018,12:00,0.297,-,0.423
8/21/2018,13:00,0.404,-,0.588
8/21/2018,14:00,0.461,-,0.664
8/21/2018,15:00,0.444,-,0.647
8/21/2018,16:00,0.356,-,0.571
8/21/2018,17:00,0.217,-,0.41
8/21/2018,18:00,0.051,-,0.237
8/21/2018,19:00,-0.128,-,0.049
8/21/2018,20:00,-0.3,-,-0.136
8/21/2018,21:00,-0.42,-,-0.273
8/21/2018,22:00,-0.457,-,-0.33
8/21/2018,23:00,-0.418,-,-0.287
8/22/2018,0:00,-0.312,-,-0.177
8/22/2018,1:00,-0.15,-,0.041
8/22/2018,2:00,0.025,-,0.237
8/22/2018,3:00,0.162,-,0.397
8/22/2018,4:00,0.232,-,0.492
8/22/2018,5:00,0.235,-,0.513
8/22/2018,6:00,0.187,-,0.459
8/22/2018,7:00,0.108,-,0.353
8/22/2018,8:00,0.017,-,0.243
8/22/2018,9:00,-0.042,-,0.16
8/22/2018,10:00,-0.032,-,0.117
8/22/2018,11:00,0.042,-,0.139
8/22/2018,12:00,0.154,-,0.241
8/22/2018,13:00,0.287,-,0.414
8/22/2018,14:00,0.41,-,0.565
8/22/2018,15:00,0.477,-,0.671
8/22/2018,16:00,0.462,-,0.688
8/22/2018,17:00,0.371,-,0.579
8/22/2018,18:00,0.225,-,0.449
8/22/2018,19:00,0.045,-,0.243
8/22/2018,20:00,-0.155,-,0.028
8/22/2018,21:00,-0.342,-,-0.158
8/22/2018,22:00,-0.464,-,-0.339
8/22/2018,23:00,-0.496,-,-0.364
8/23/2018,0:00,-0.443,-,-0.285
8/23/2018,1:00,-0.31,-,-0.144
8/23/2018,2:00,-0.119,-,0.069
8/23/2018,3:00,0.077,-,0.272
8/23/2018,4:00,0.219,-,0.426
8/23/2018,5:00,0.285,-,0.528
8/23/2018,6:00,0.276,-,0.527
8/23/2018,7:00,0.208,-,0.42
8/23/2018,8:00,0.102,-,0.274
8/23/2018,9:00,-0.01,-,0.159
8/23/2018,10:00,-0.078,-,0.044
8/23/2018,11:00,-0.068,-,0.011
8/23/2018,12:00,0.013,-,0.077
8/23/2018,13:00,0.143,-,0.206
8/23/2018,14:00,0.3,-,0.388
8/23/2018,15:00,0.437,-,0.556
8/23/2018,16:00,0.505,-,0.663
8/23/2018,17:00,0.483,-,0.649
8/23/2018,18:00,0.378,-,0.567
8/23/2018,19:00,0.213,-,0.401
8/23/2018,20:00,0.009,-,0.187
8/23/2018,21:00,-0.209,-,-0.062
8/23/2018,22:00,-0.399,-,-0.283
8/23/2018,23:00,-0.51,-,-0.438
8/24/2018,0:00,-0.52,-,-0.467
8/24/2018,1:00,-0.434,-,-0.375
8/24/2018,2:00,-0.263,-,-0.197
8/24/2018,3:00,-0.046,-,0.038
8/24/2018,4:00,0.155,-,0.278
8/24/2018,5:00,0.288,-,0.459
8/24/2018,6:00,0.333,-,0.537
8/24/2018,7:00,0.294,-,0.507
8/24/2018,8:00,0.195,-,0.382
8/24/2018,9:00,0.063,-,0.204
8/24/2018,10:00,-0.063,-,0.051
8/24/2018,11:00,-0.13,-,-0.048
8/24/2018,12:00,-0.106,-,-0.049
8/24/2018,13:00,-0.001,-,0.068
8/24/2018,14:00,0.158,-,0.263
8/24/2018,15:00,0.336,-,0.484
8/24/2018,16:00,0.477,-,0.672
8/24/2018,17:00,0.535,-,0.74
8/24/2018,18:00,0.493,-,0.7
8/24/2018,19:00,0.362,-,0.539
8/24/2018,20:00,0.17,-,0.313
8/24/2018,21:00,-0.054,-,0.064
8/24/2018,22:00,-0.28,-,-0.177
8/24/2018,23:00,-0.46,-,-0.39
8/25/2018,0:00,-0.543,-,-0.532
8/25/2018,1:00,-0.511,-,-0.452
8/25/2018,2:00,-0.379,-,-0.278
8/25/2018,3:00,-0.174,-,-0.045
8/25/2018,4:00,0.055,-,0.196
8/25/2018,5:00,0.244,-,0.42
8/25/2018,6:00,0.349,-,0.583
8/25/2018,7:00,0.356,-,0.601
8/25/2018,8:00,0.279,-,0.545
8/25/2018,9:00,0.148,-,0.379
8/25/2018,10:00,-0.004,-,0.179
8/25/2018,11:00,-0.133,-,0.02
8/25/2018,12:00,-0.185,-,0.002
8/25/2018,13:00,-0.13,-,0.053
8/25/2018,14:00,0.011,-,0.213
8/25/2018,15:00,0.199,-,0.435
8/25/2018,16:00,0.388,-,0.632
8/25/2018,17:00,0.52,-,0.738
8/25/2018,18:00,0.554,-,0.758
8/25/2018,19:00,0.479,-,0.66
8/25/2018,20:00,0.316,-,0.481
8/25/2018,21:00,0.099,-,0.205
8/25/2018,22:00,-0.136,-,-0.063
8/25/2018,23:00,-0.357,-,-0.287
8/26/2018,0:00,-0.51,-,-0.512
8/26/2018,1:00,-0.544,-,-0.573
8/26/2018,2:00,-0.458,-,-0.332
8/26/2018,3:00,-0.281,-,-0.138
8/26/2018,4:00,-0.054,-,0.023
8/26/2018,5:00,0.17,-,0.222
8/26/2018,6:00,0.33,-,0.44
8/26/2018,7:00,0.389,-,0.564
8/26/2018,8:00,0.347,-,0.482
8/26/2018,9:00,0.23,-,0.401
8/26/2018,10:00,0.073,-,0.235
8/26/2018,11:00,-0.089,-,0.003
8/26/2018,12:00,-0.209,-,-0.151
8/26/2018,13:00,-0.227,-,-0.193
8/26/2018,14:00,-0.128,-,-0.063
8/26/2018,15:00,0.049,-,0.142
8/26/2018,16:00,0.256,-,0.389
8/26/2018,17:00,0.444,-,0.636
8/26/2018,18:00,0.554,-,0.777
8/26/2018,19:00,0.55,-,0.776
8/26/2018,20:00,0.436,-,0.613
8/26/2018,21:00,0.242,-,0.385
8/26/2018,22:00,0.01,-,0.137
8/26/2018,23:00,-0.226,-,-0.128
8/27/2018,0:00,-0.427,-,-0.352
8/27/2018,1:00,-0.533,-,-0.488
8/27/2018,2:00,-0.504,-,-0.424
8/27/2018,3:00,-0.36,-,-0.255
8/27/2018,4:00,-0.149,-,-0.021
8/27/2018,5:00,0.086,-,0.271
8/27/2018,6:00,0.285,-,0.473
8/27/2018,7:00,0.396,-,0.624
8/27/2018,8:00,0.397,-,0.61
8/27/2018,9:00,0.305,-,0.51
8/27/2018,10:00,0.154,-,0.327
8/27/2018,11:00,-0.022,-,0.113
8/27/2018,12:00,-0.184,-,-0.091
8/27/2018,13:00,-0.276,-,-0.212
8/27/2018,14:00,-0.246,-,-0.154
8/27/2018,15:00,-0.102,-,0
