Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
3/1/2018,0:00,-0.482,-,-0.285
3/1/2018,1:00,-0.39,-,-0.153
3/1/2018,2:00,-0.192,-,0.059
3/1/2018,3:00,0.061,-,0.332
3/1/2018,4:00,0.302,-,0.583
3/1/2018,5:00,0.458,-,0.758
3/1/2018,6:00,0.486,-,0.785
3/1/2018,7:00,0.38,-,0.659
3/1/2018,8:00,0.164,-,0.433
3/1/2018,9:00,-0.121,-,0.157
3/1/2018,10:00,-0.434,-,-0.13
3/1/2018,11:00,-0.721,-,-0.391
3/1/2018,12:00,-0.907,-,-0.587
3/1/2018,13:00,-0.934,-,-0.65
3/1/2018,14:00,-0.805,-,-0.439
3/1/2018,15:00,-0.559,-,-0.196
3/1/2018,16:00,-0.258,-,0.118
3/1/2018,17:00,0.021,-,0.404
3/1/2018,18:00,0.205,-,0.628
3/1/2018,19:00,0.26,-,0.711
3/1/2018,20:00,0.192,-,0.607
3/1/2018,21:00,0.032,-,0.435
3/1/2018,22:00,-0.179,-,0.209
3/1/2018,23:00,-0.394,-,-0.022
3/2/2018,0:00,-0.546,-,-0.196
3/2/2018,1:00,-0.562,-,-0.244
3/2/2018,2:00,-0.432,-,-0.101
3/2/2018,3:00,-0.197,-,0.115
3/2/2018,4:00,0.081,-,0.39
3/2/2018,5:00,0.33,-,0.654
3/2/2018,6:00,0.476,-,0.809
3/2/2018,7:00,0.481,-,0.789
3/2/2018,8:00,0.349,-,0.563
3/2/2018,9:00,0.115,-,0.316
3/2/2018,10:00,-0.177,-,-0.003
3/2/2018,11:00,-0.485,-,-0.319
3/2/2018,12:00,-0.748,-,-0.602
3/2/2018,13:00,-0.885,-,-0.825
3/2/2018,14:00,-0.853,-,-0.875
3/2/2018,15:00,-0.674,-,-0.681
3/2/2018,16:00,-0.402,-,-0.44
3/2/2018,17:00,-0.102,-,-0.145
3/2/2018,18:00,0.145,-,0.141
3/2/2018,19:00,0.274,-,0.336
3/2/2018,20:00,0.268,-,0.383
3/2/2018,21:00,0.146,-,0.283
3/2/2018,22:00,-0.053,-,0.064
3/2/2018,23:00,-0.288,-,-0.178
3/3/2018,0:00,-0.507,-,-0.418
3/3/2018,1:00,-0.635,-,-0.59
3/3/2018,2:00,-0.61,-,-0.601
