Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
7/1/2018,0:00,-0.308,-,-0.128
7/1/2018,1:00,-0.512,-,-0.354
7/1/2018,2:00,-0.641,-,-0.498
7/1/2018,3:00,-0.651,-,-0.495
7/1/2018,4:00,-0.539,-,-0.318
7/1/2018,5:00,-0.345,-,-0.13
7/1/2018,6:00,-0.117,-,0.109
7/1/2018,7:00,0.101,-,0.345
7/1/2018,8:00,0.257,-,0.528
7/1/2018,9:00,0.321,-,0.6
7/1/2018,10:00,0.295,-,0.565
7/1/2018,11:00,0.199,-,0.462
7/1/2018,12:00,0.065,-,0.25
7/1/2018,13:00,-0.066,-,0.079
7/1/2018,14:00,-0.155,-,0.122
7/1/2018,15:00,-0.157,-,0.014
7/1/2018,16:00,-0.055,-,0.114
7/1/2018,17:00,0.117,-,0.248
7/1/2018,18:00,0.297,-,0.431
7/1/2018,19:00,0.436,-,0.588
7/1/2018,20:00,0.491,-,0.611
7/1/2018,21:00,0.44,-,0.533
7/1/2018,22:00,0.29,-,0.375
7/1/2018,23:00,0.074,-,0.157
7/2/2018,0:00,-0.167,-,-0.085
7/2/2018,1:00,-0.389,-,-0.31
7/2/2018,2:00,-0.556,-,-0.488
7/2/2018,3:00,-0.633,-,-0.526
7/2/2018,4:00,-0.588,-,-0.439
7/2/2018,5:00,-0.431,-,-0.282
7/2/2018,6:00,-0.216,-,-0.04
7/2/2018,7:00,0.006,-,0.189
7/2/2018,8:00,0.193,-,0.39
7/2/2018,9:00,0.307,-,0.494
7/2/2018,10:00,0.329,-,0.486
7/2/2018,11:00,0.265,-,0.391
7/2/2018,12:00,0.141,-,0.248
7/2/2018,13:00,-0.001,-,0.111
7/2/2018,14:00,-0.122,-,-0.02
7/2/2018,15:00,-0.186,-,-0.055
7/2/2018,16:00,-0.156,-,0.01
7/2/2018,17:00,-0.025,-,0.152
7/2/2018,18:00,0.156,-,0.346
7/2/2018,19:00,0.324,-,0.525
7/2/2018,20:00,0.435,-,0.628
7/2/2018,21:00,0.459,-,0.627
7/2/2018,22:00,0.38,-,0.52
7/2/2018,23:00,0.21,-,0.342
7/3/2018,0:00,-0.015,-,0.123
7/3/2018,1:00,-0.247,-,-0.101
7/3/2018,2:00,-0.442,-,-0.275
7/3/2018,3:00,-0.568,-,-0.439
7/3/2018,4:00,-0.595,-,-0.434
7/3/2018,5:00,-0.499,-,-0.304
7/3/2018,6:00,-0.309,-,-0.123
7/3/2018,7:00,-0.088,-,0.072
7/3/2018,8:00,0.115,-,0.286
7/3/2018,9:00,0.27,-,0.415
7/3/2018,10:00,0.343,-,0.461
7/3/2018,11:00,0.323,-,0.405
7/3/2018,12:00,0.223,-,0.3
7/3/2018,13:00,0.079,-,0.156
7/3/2018,14:00,-0.063,-,0.01
7/3/2018,15:00,-0.171,-,-0.114
7/3/2018,16:00,-0.212,-,-0.124
7/3/2018,17:00,-0.155,-,-0.045
7/3/2018,18:00,-0.006,-,0.103
7/3/2018,19:00,0.172,-,0.313
7/3/2018,20:00,0.321,-,0.489
7/3/2018,21:00,0.41,-,0.635
7/3/2018,22:00,0.412,-,0.54
7/3/2018,23:00,0.314,-,0.328
7/4/2018,0:00,0.134,-,0.185
7/4/2018,1:00,-0.086,-,-0.017
7/4/2018,2:00,-0.297,-,-0.248
7/4/2018,3:00,-0.46,-,-0.388
7/4/2018,4:00,-0.547,-,-0.483
7/4/2018,5:00,-0.527,-,-0.505
7/4/2018,6:00,-0.392,-,-0.317
7/4/2018,7:00,-0.186,-,-0.125
7/4/2018,8:00,0.026,-,0.072
7/4/2018,9:00,0.209,-,0.277
7/4/2018,10:00,0.331,-,0.441
7/4/2018,11:00,0.365,-,0.501
7/4/2018,12:00,0.306,-,0.428
7/4/2018,13:00,0.179,-,0.281
7/4/2018,14:00,0.025,-,0.088
7/4/2018,15:00,-0.117,-,-0.073
7/4/2018,16:00,-0.215,-,-0.169
7/4/2018,17:00,-0.239,-,-0.161
7/4/2018,18:00,-0.163,-,-0.045
7/4/2018,19:00,-0.011,-,0.144
7/4/2018,20:00,0.155,-,0.387
7/4/2018,21:00,0.289,-,0.495
7/4/2018,22:00,0.365,-,0.566
7/4/2018,23:00,0.355,-,0.511
7/5/2018,0:00,0.251,-,0.391
7/5/2018,1:00,0.077,-,0.205
7/5/2018,2:00,-0.125,-,-0.043
7/5/2018,3:00,-0.309,-,-0.231
7/5/2018,4:00,-0.441,-,-0.389
7/5/2018,5:00,-0.493,-,-0.427
7/5/2018,6:00,-0.439,-,-0.301
7/5/2018,7:00,-0.283,-,-0.156
7/5/2018,8:00,-0.076,-,0.057
7/5/2018,9:00,0.124,-,0.282
7/5/2018,10:00,0.285,-,0.458
7/5/2018,11:00,0.377,-,0.529
7/5/2018,12:00,0.375,-,0.499
7/5/2018,13:00,0.287,-,0.366
7/5/2018,14:00,0.143,-,0.199
7/5/2018,15:00,-0.02,-,0.016
7/5/2018,16:00,-0.163,-,-0.121
7/5/2018,17:00,-0.257,-,-0.201
7/5/2018,18:00,-0.273,-,-0.176
7/5/2018,19:00,-0.195,-,-0.035
7/5/2018,20:00,-0.051,-,0.138
7/5/2018,21:00,0.103,-,0.314
7/5/2018,22:00,0.232,-,0.505
7/5/2018,23:00,0.306,-,0.512
7/6/2018,0:00,0.298,-,0.474
7/6/2018,1:00,0.205,-,0.347
7/6/2018,2:00,0.052,-,0.199
7/6/2018,3:00,-0.126,-,0.029
7/6/2018,4:00,-0.285,-,-0.111
7/6/2018,5:00,-0.391,-,-0.236
7/6/2018,6:00,-0.418,-,-0.248
7/6/2018,7:00,-0.346,-,-0.224
7/6/2018,8:00,-0.184,-,-0.03
7/6/2018,9:00,0.016,-,0.166
7/6/2018,10:00,0.204,-,0.371
7/6/2018,11:00,0.346,-,0.509
7/6/2018,12:00,0.413,-,0.553
7/6/2018,13:00,0.387,-,0.479
7/6/2018,14:00,0.279,-,0.366
7/6/2018,15:00,0.119,-,0.213
7/6/2018,16:00,-0.056,-,0.036
7/6/2018,17:00,-0.206,-,-0.123
7/6/2018,18:00,-0.306,-,-0.19
7/6/2018,19:00,-0.329,-,-0.2
7/6/2018,20:00,-0.261,-,-0.118
7/6/2018,21:00,-0.127,-,0.03
7/6/2018,22:00,0.025,-,0.198
7/6/2018,23:00,0.158,-,0.344
7/7/2018,0:00,0.244,-,0.438
7/7/2018,1:00,0.256,-,0.444
7/7/2018,2:00,0.189,-,0.359
7/7/2018,3:00,0.062,-,0.166
7/7/2018,4:00,-0.092,-,0.041
7/7/2018,5:00,-0.23,-,-0.105
7/7/2018,6:00,-0.32,-,-0.184
7/7/2018,7:00,-0.338,-,-0.201
7/7/2018,8:00,-0.262,-,-0.123
7/7/2018,9:00,-0.102,-,0.05
7/7/2018,10:00,0.092,-,0.229
7/7/2018,11:00,0.27,-,0.427
7/7/2018,12:00,0.399,-,0.569
7/7/2018,13:00,0.45,-,0.635
7/7/2018,14:00,0.408,-,0.569
7/7/2018,15:00,0.282,-,0.449
7/7/2018,16:00,0.103,-,0.269
7/7/2018,17:00,-0.088,-,0.077
7/7/2018,18:00,-0.255,-,-0.118
7/7/2018,19:00,-0.375,-,-0.287
7/7/2018,20:00,-0.415,-,-0.343
7/7/2018,21:00,-0.358,-,-0.283
7/7/2018,22:00,-0.226,-,-0.15
7/7/2018,23:00,-0.069,-,0.038
7/8/2018,0:00,0.083,-,0.256
7/8/2018,1:00,0.197,-,0.389
7/8/2018,2:00,0.242,-,0.465
7/8/2018,3:00,0.205,-,0.422
7/8/2018,4:00,0.1,-,0.302
7/8/2018,5:00,-0.034,-,0.15
7/8/2018,6:00,-0.159,-,-0.021
7/8/2018,7:00,-0.246,-,-0.133
7/8/2018,8:00,-0.268,-,-0.178
7/8/2018,9:00,-0.193,-,-0.103
7/8/2018,10:00,-0.034,-,0.025
7/8/2018,11:00,0.156,-,0.226
7/8/2018,12:00,0.329,-,0.411
7/8/2018,13:00,0.455,-,0.574
7/8/2018,14:00,0.498,-,0.58
7/8/2018,15:00,0.44,-,0.529
7/8/2018,16:00,0.292,-,0.391
7/8/2018,17:00,0.089,-,0.173
7/8/2018,18:00,-0.125,-,-0.037
7/8/2018,19:00,-0.319,-,-0.246
7/8/2018,20:00,-0.467,-,-0.42
7/8/2018,21:00,-0.525,-,-0.468
7/8/2018,22:00,-0.472,-,-0.403
7/8/2018,23:00,-0.337,-,-0.24
7/9/2018,0:00,-0.161,-,-0.042
7/9/2018,1:00,0.023,-,0.185
7/9/2018,2:00,0.176,-,0.36
7/9/2018,3:00,0.254,-,0.451
7/9/2018,4:00,0.241,-,0.419
7/9/2018,5:00,0.156,-,0.341
7/9/2018,6:00,0.033,-,0.196
7/9/2018,7:00,-0.091,-,0.027
7/9/2018,8:00,-0.186,-,-0.126
7/9/2018,9:00,-0.213,-,-0.204
7/9/2018,10:00,-0.137,-,-0.162
7/9/2018,11:00,0.022,-,-0.021
7/9/2018,12:00,0.212,-,0.171
7/9/2018,13:00,0.391,-,0.384
7/9/2018,14:00,0.52,-,0.537
7/9/2018,15:00,0.553,-,0.612
7/9/2018,16:00,0.474,-,0.543
7/9/2018,17:00,0.301,-,0.382
7/9/2018,18:00,0.072,-,0.161
7/9/2018,19:00,-0.173,-,-0.106
7/9/2018,20:00,-0.401,-,-0.365
7/9/2018,21:00,-0.573,-,-0.578
7/9/2018,22:00,-0.642,-,-0.599
7/9/2018,23:00,-0.587,-,-0.607
7/10/2018,0:00,-0.438,-,-0.435
7/10/2018,1:00,-0.233,-,-0.19
7/10/2018,2:00,-0.008,-,0.083
7/10/2018,3:00,0.18,-,0.284
7/10/2018,4:00,0.283,-,0.426
7/10/2018,5:00,0.287,-,0.457
7/10/2018,6:00,0.211,-,0.393
7/10/2018,7:00,0.089,-,0.228
7/10/2018,8:00,-0.042,-,0.053
7/10/2018,9:00,-0.145,-,-0.108
7/10/2018,10:00,-0.174,-,-0.178
7/10/2018,11:00,-0.095,-,-0.133
7/10/2018,12:00,0.069,-,0.029
7/10/2018,13:00,0.269,-,0.258
7/10/2018,14:00,0.46,-,0.504
7/10/2018,15:00,0.588,-,0.675
7/10/2018,16:00,0.607,-,0.74
7/10/2018,17:00,0.504,-,0.644
7/10/2018,18:00,0.304,-,0.433
7/10/2018,19:00,0.044,-,0.171
7/10/2018,20:00,-0.233,-,-0.105
7/10/2018,21:00,-0.488,-,-0.379
7/10/2018,22:00,-0.678,-,-0.613
7/10/2018,23:00,-0.749,-,-0.736
7/11/2018,0:00,-0.685,-,-0.624
7/11/2018,1:00,-0.512,-,-0.43
7/11/2018,2:00,-0.27,-,-0.153
7/11/2018,3:00,-0.01,-,0.132
7/11/2018,4:00,0.201,-,0.385
7/11/2018,5:00,0.317,-,0.555
7/11/2018,6:00,0.328,-,0.554
7/11/2018,7:00,0.252,-,0.435
7/11/2018,8:00,0.123,-,0.25
7/11/2018,9:00,-0.016,-,0.065
7/11/2018,10:00,-0.124,-,-0.088
7/11/2018,11:00,-0.151,-,-0.105
7/11/2018,12:00,-0.065,-,-0.034
7/11/2018,13:00,0.112,-,0.149
7/11/2018,14:00,0.328,-,0.402
7/11/2018,15:00,0.527,-,0.643
7/11/2018,16:00,0.649,-,0.801
7/11/2018,17:00,0.65,-,0.823
7/11/2018,18:00,0.523,-,0.666
7/11/2018,19:00,0.294,-,0.449
7/11/2018,20:00,0.006,-,0.148
7/11/2018,21:00,-0.295,-,-0.158
7/11/2018,22:00,-0.568,-,-0.449
7/11/2018,23:00,-0.766,-,-0.671
7/12/2018,0:00,-0.831,-,-0.786
7/12/2018,1:00,-0.746,-,-0.658
7/12/2018,2:00,-0.543,-,-0.422
7/12/2018,3:00,-0.27,-,-0.103
7/12/2018,4:00,0.011,-,0.214
7/12/2018,5:00,0.232,-,0.491
7/12/2018,6:00,0.349,-,0.662
7/12/2018,7:00,0.354,-,0.638
7/12/2018,8:00,0.268,-,0.49
7/12/2018,9:00,0.133,-,0.323
7/12/2018,10:00,-0.012,-,0.124
7/12/2018,11:00,-0.124,-,-0.042
7/12/2018,12:00,-0.146,-,-0.088
7/12/2018,13:00,-0.044,-,0.034
7/12/2018,14:00,0.152,-,0.256
7/12/2018,15:00,0.381,-,0.539
7/12/2018,16:00,0.582,-,0.784
7/12/2018,17:00,0.694,-,0.939
7/12/2018,18:00,0.674,-,0.91
7/12/2018,19:00,0.523,-,0.716
7/12/2018,20:00,0.271,-,0.453
7/12/2018,21:00,-0.034,-,0.122
7/12/2018,22:00,-0.348,-,-0.219
7/12/2018,23:00,-0.63,-,-0.515
7/13/2018,0:00,-0.826,-,-0.762
7/13/2018,1:00,-0.872,-,-0.826
7/13/2018,2:00,-0.758,-,-0.645
7/13/2018,3:00,-0.528,-,-0.39
7/13/2018,4:00,-0.237,-,-0.058
7/13/2018,5:00,0.051,-,0.246
7/13/2018,6:00,0.267,-,0.482
7/13/2018,7:00,0.37,-,0.622
7/13/2018,8:00,0.359,-,0.606
7/13/2018,9:00,0.262,-,0.442
7/13/2018,10:00,0.119,-,0.244
7/13/2018,11:00,-0.033,-,0.033
7/13/2018,12:00,-0.146,-,-0.142
7/13/2018,13:00,-0.154,-,-0.162
7/13/2018,14:00,-0.031,-,-0.027
7/13/2018,15:00,0.181,-,0.198
7/13/2018,16:00,0.417,-,0.495
7/13/2018,17:00,0.615,-,0.741
7/13/2018,18:00,0.714,-,0.871
7/13/2018,19:00,0.674,-,0.814
7/13/2018,20:00,0.504,-,0.624
7/13/2018,21:00,0.24,-,0.34
7/13/2018,22:00,-0.071,-,0.014
7/13/2018,23:00,-0.388,-,-0.311
7/14/2018,0:00,-0.669,-,-0.608
7/14/2018,1:00,-0.847,-,-0.826
7/14/2018,2:00,-0.862,-,-0.861
7/14/2018,3:00,-0.72,-,-0.664
7/14/2018,4:00,-0.472,-,-0.413
7/14/2018,5:00,-0.173,-,-0.085
7/14/2018,6:00,0.108,-,0.221
7/14/2018,7:00,0.303,-,0.442
7/14/2018,8:00,0.38,-,0.541
7/14/2018,9:00,0.349,-,0.487
7/14/2018,10:00,0.238,-,0.311
7/14/2018,11:00,0.084,-,0.106
7/14/2018,12:00,-0.077,-,-0.102
7/14/2018,13:00,-0.184,-,-0.254
7/14/2018,14:00,-0.172,-,-0.227
7/14/2018,15:00,-0.029,-,-0.066
7/14/2018,16:00,0.193,-,0.195
7/14/2018,17:00,0.431,-,0.509
7/14/2018,18:00,0.622,-,0.769
7/14/2018,19:00,0.703,-,0.891
7/14/2018,20:00,0.647,-,0.806
7/14/2018,21:00,0.467,-,0.602
7/14/2018,22:00,0.203,-,0.308
7/14/2018,23:00,-0.104,-,-0.006
7/15/2018,0:00,-0.415,-,-0.314
7/15/2018,1:00,-0.678,-,-0.593
7/15/2018,2:00,-0.823,-,-0.796
7/15/2018,3:00,-0.803,-,-0.793
7/15/2018,4:00,-0.636,-,-0.578
7/15/2018,5:00,-0.378,-,-0.303
7/15/2018,6:00,-0.084,-,0.002
7/15/2018,7:00,0.173,-,0.28
7/15/2018,8:00,0.335,-,0.477
7/15/2018,9:00,0.383,-,0.553
7/15/2018,10:00,0.328,-,0.455
7/15/2018,11:00,0.198,-,0.284
7/15/2018,12:00,0.029,-,0.071
7/15/2018,13:00,-0.134,-,-0.128
7/15/2018,14:00,-0.228,-,-0.23
7/15/2018,15:00,-0.196,-,-0.188
7/15/2018,16:00,-0.04,-,-0.028
7/15/2018,17:00,0.186,-,0.226
7/15/2018,18:00,0.419,-,0.536
7/15/2018,19:00,0.596,-,0.782
7/15/2018,20:00,0.66,-,0.863
7/15/2018,21:00,0.594,-,0.78
7/15/2018,22:00,0.416,-,0.6
7/15/2018,23:00,0.159,-,0.321
7/16/2018,0:00,-0.136,-,0.011
7/16/2018,1:00,-0.425,-,-0.278
7/16/2018,2:00,-0.654,-,-0.529
7/16/2018,3:00,-0.756,-,-0.666
7/16/2018,4:00,-0.7,-,-0.584
