Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
5/1/2019,0:00,-0.258,-,-0.257
5/1/2019,1:00,-0.108,-,-0.059
5/1/2019,2:00,0.067,-,0.156
5/1/2019,3:00,0.213,-,0.367
5/1/2019,4:00,0.282,-,0.451
5/1/2019,5:00,0.262,-,0.463
5/1/2019,6:00,0.166,-,0.363
5/1/2019,7:00,0.017,-,0.195
5/1/2019,8:00,-0.156,-,-0.01
5/1/2019,9:00,-0.319,-,-0.211
5/1/2019,10:00,-0.422,-,-0.367
5/1/2019,11:00,-0.429,-,-0.403
5/1/2019,12:00,-0.347,-,-0.314
5/1/2019,13:00,-0.197,-,-0.134
5/1/2019,14:00,-0.004,-,0.094
5/1/2019,15:00,0.182,-,0.332
5/1/2019,16:00,0.302,-,0.512
5/1/2019,17:00,0.325,-,0.57
5/1/2019,18:00,0.253,-,0.483
5/1/2019,19:00,0.107,-,0.308
5/1/2019,20:00,-0.082,-,0.097
5/1/2019,21:00,-0.278,-,-0.123
5/1/2019,22:00,-0.429,-,-0.304
5/1/2019,23:00,-0.485,-,-0.43
5/2/2019,0:00,-0.434,-,-0.425
5/2/2019,1:00,-0.296,-,-0.239
5/2/2019,2:00,-0.101,-,-0.071
5/2/2019,3:00,0.107,-,0.171
5/2/2019,4:00,0.264,-,0.342
5/2/2019,5:00,0.327,-,0.404
5/2/2019,6:00,0.29,-,0.362
5/2/2019,7:00,0.169,-,0.228
5/2/2019,8:00,-0.003,-,0.031
5/2/2019,9:00,-0.189,-,-0.16
5/2/2019,10:00,-0.348,-,-0.341
5/2/2019,11:00,-0.426,-,-0.454
5/2/2019,12:00,-0.395,-,-0.408
5/2/2019,13:00,-0.27,-,-0.223
5/2/2019,14:00,-0.082,-,0.014
5/2/2019,15:00,0.127,-,0.276
5/2/2019,16:00,0.297,-,0.469
5/2/2019,17:00,0.376,-,0.578
5/2/2019,18:00,0.346,-,0.534
5/2/2019,19:00,0.217,-,0.404
5/2/2019,20:00,0.022,-,0.213
5/2/2019,21:00,-0.2,-,-0.039
5/2/2019,22:00,-0.408,-,-0.299
5/2/2019,23:00,-0.548,-,-0.502
5/3/2019,0:00,-0.573,-,-0.565
5/3/2019,1:00,-0.477,-,-0.452
5/3/2019,2:00,-0.291,-,-0.237
5/3/2019,3:00,-0.059,-,0.038
5/3/2019,4:00,0.163,-,0.24
5/3/2019,5:00,0.313,-,0.422
5/3/2019,6:00,0.355,-,0.53
5/3/2019,7:00,0.289,-,0.452
5/3/2019,8:00,0.141,-,0.336
5/3/2019,9:00,-0.045,-,0.129
5/3/2019,10:00,-0.229,-,-0.045
5/3/2019,11:00,-0.367,-,-0.198
5/3/2019,12:00,-0.405,-,-0.27
5/3/2019,13:00,-0.324,-,-0.133
5/3/2019,14:00,-0.152,-,0.047
5/3/2019,15:00,0.061,-,0.292
5/3/2019,16:00,0.263,-,0.554
5/3/2019,17:00,0.396,-,0.712
5/3/2019,18:00,0.418,-,0.713
5/3/2019,19:00,0.324,-,0.596
5/3/2019,20:00,0.137,-,0.388
5/3/2019,21:00,-0.097,-,0.13
5/3/2019,22:00,-0.335,-,-0.127
5/3/2019,23:00,-0.538,-,-0.352
5/4/2019,0:00,-0.65,-,-0.521
5/4/2019,1:00,-0.627,-,-0.502
5/4/2019,2:00,-0.478,-,-0.323
5/4/2019,3:00,-0.251,-,-0.079
5/4/2019,4:00,0.001,-,0.193
5/4/2019,5:00,0.22,-,0.443
5/4/2019,6:00,0.347,-,0.597
5/4/2019,7:00,0.356,-,0.622
5/4/2019,8:00,0.259,-,0.516
5/4/2019,9:00,0.093,-,0.322
5/4/2019,10:00,-0.094,-,0.135
5/4/2019,11:00,-0.263,-,-0.066
5/4/2019,12:00,-0.366,-,-0.182
5/4/2019,13:00,-0.352,-,-0.204
5/4/2019,14:00,-0.215,-,-0.058
5/4/2019,15:00,-0.009,-,0.179
5/4/2019,16:00,0.21,-,0.432
5/4/2019,17:00,0.386,-,0.641
5/4/2019,18:00,0.464,-,0.751
5/4/2019,19:00,0.418,-,0.689
5/4/2019,20:00,0.258,-,0.509
5/4/2019,21:00,0.026,-,0.259
5/4/2019,22:00,-0.23,-,-0.01
5/4/2019,23:00,-0.471,-,-0.266
5/5/2019,0:00,-0.654,-,-0.465
5/5/2019,1:00,-0.721,-,-0.509
5/5/2019,2:00,-0.641,-,-0.345
5/5/2019,3:00,-0.445,-,-0.146
5/5/2019,4:00,-0.192,-,0.161
5/5/2019,5:00,0.065,-,0.448
5/5/2019,6:00,0.265,-,0.676
5/5/2019,7:00,0.357,-,0.731
5/5/2019,8:00,0.331,-,0.687
5/5/2019,9:00,0.211,-,0.562
5/5/2019,10:00,0.04,-,0.364
5/5/2019,11:00,-0.137,-,0.179
5/5/2019,12:00,-0.281,-,0.033
5/5/2019,13:00,-0.338,-,-0.024
5/5/2019,14:00,-0.265,-,0.1
5/5/2019,15:00,-0.084,-,0.298
5/5/2019,16:00,0.14,-,0.529
5/5/2019,17:00,0.346,-,0.771
5/5/2019,18:00,0.478,-,0.84
5/5/2019,19:00,0.492,-,0.971
5/5/2019,20:00,0.377,-,0.76
5/5/2019,21:00,0.165,-,0.519
5/5/2019,22:00,-0.097,-,0.209
5/5/2019,23:00,-0.363,-,-0.112
5/6/2019,0:00,-0.593,-,-0.376
5/6/2019,1:00,-0.741,-,-0.579
5/6/2019,2:00,-0.754,-,-0.59
5/6/2019,3:00,-0.622,-,-0.415
5/6/2019,4:00,-0.393,-,-0.195
5/6/2019,5:00,-0.127,-,0.073
5/6/2019,6:00,0.12,-,0.327
5/6/2019,7:00,0.289,-,0.514
5/6/2019,8:00,0.344,-,0.581
5/6/2019,9:00,0.29,-,0.519
5/6/2019,10:00,0.158,-,0.371
5/6/2019,11:00,-0.009,-,0.158
5/6/2019,12:00,-0.169,-,-0.039
5/6/2019,13:00,-0.277,-,-0.181
5/6/2019,14:00,-0.282,-,-0.167
5/6/2019,15:00,-0.159,-,-0.041
5/6/2019,16:00,0.051,-,0.168
5/6/2019,17:00,0.275,-,0.431
5/6/2019,18:00,0.453,-,0.649
5/6/2019,19:00,0.531,-,0.758
5/6/2019,20:00,0.48,-,0.688
5/6/2019,21:00,0.309,-,0.519
5/6/2019,22:00,0.061,-,0.261
5/6/2019,23:00,-0.217,-,-0.03
5/7/2019,0:00,-0.479,-,-0.311
5/7/2019,1:00,-0.685,-,-0.556
5/7/2019,2:00,-0.79,-,-0.702
5/7/2019,3:00,-0.753,-,-0.64
5/7/2019,4:00,-0.581,-,-0.453
5/7/2019,5:00,-0.333,-,-0.206
5/7/2019,6:00,-0.069,-,0.059
5/7/2019,7:00,0.155,-,0.293
5/7/2019,8:00,0.289,-,0.464
5/7/2019,9:00,0.314,-,0.498
5/7/2019,10:00,0.243,-,0.398
5/7/2019,11:00,0.108,-,0.234
5/7/2019,12:00,-0.05,-,0.05
5/7/2019,13:00,-0.183,-,-0.09
5/7/2019,14:00,-0.25,-,-0.152
5/7/2019,15:00,-0.209,-,-0.079
5/7/2019,16:00,-0.051,-,0.074
5/7/2019,17:00,0.171,-,0.287
5/7/2019,18:00,0.381,-,0.528
5/7/2019,19:00,0.519,-,0.683
5/7/2019,20:00,0.543,-,0.676
5/7/2019,21:00,0.44,-,0.54
5/7/2019,22:00,0.233,-,0.323
5/7/2019,23:00,-0.036,-,0.064
5/8/2019,0:00,-0.317,-,-0.207
5/8/2019,1:00,-0.564,-,-0.463
5/8/2019,2:00,-0.738,-,-0.643
5/8/2019,3:00,-0.801,-,-0.709
5/8/2019,4:00,-0.724,-,-0.596
5/8/2019,5:00,-0.528,-,-0.385
5/8/2019,6:00,-0.276,-,-0.127
5/8/2019,7:00,-0.029,-,0.124
5/8/2019,8:00,0.166,-,0.324
5/8/2019,9:00,0.271,-,0.439
5/8/2019,10:00,0.276,-,0.448
5/8/2019,11:00,0.197,-,0.358
5/8/2019,12:00,0.065,-,0.237
5/8/2019,13:00,-0.074,-,0.105
5/8/2019,14:00,-0.177,-,0.003
5/8/2019,15:00,-0.209,-,-0.018
5/8/2019,16:00,-0.134,-,0.068
5/8/2019,17:00,0.043,-,0.259
5/8/2019,18:00,0.261,-,0.483
5/8/2019,19:00,0.443,-,0.691
5/8/2019,20:00,0.539,-,0.774
5/8/2019,21:00,0.521,-,0.736
5/8/2019,22:00,0.387,-,0.593
5/8/2019,23:00,0.16,-,0.371
5/9/2019,0:00,-0.113,-,0.11
5/9/2019,1:00,-0.382,-,-0.154
5/9/2019,2:00,-0.603,-,-0.388
5/9/2019,3:00,-0.746,-,-0.571
5/9/2019,4:00,-0.778,-,-0.595
5/9/2019,5:00,-0.677,-,-0.468
5/9/2019,6:00,-0.474,-,-0.265
5/9/2019,7:00,-0.235,-,-0.009
5/9/2019,8:00,-0.013,-,0.184
5/9/2019,9:00,0.157,-,0.319
5/9/2019,10:00,0.243,-,0.431
5/9/2019,11:00,0.237,-,0.459
5/9/2019,12:00,0.156,-,0.393
