Date,Time (GMT),Predicted (m),Preliminary (m),Verified (m)
2/1/2018,0:00,-0.438,-,-0.374
2/1/2018,1:00,-0.485,-,-0.436
2/1/2018,2:00,-0.385,-,-0.318
2/1/2018,3:00,-0.172,-,-0.109
2/1/2018,4:00,0.091,-,0.187
2/1/2018,5:00,0.336,-,0.459
2/1/2018,6:00,0.489,-,0.658
2/1/2018,7:00,0.501,-,0.677
2/1/2018,8:00,0.369,-,0.515
2/1/2018,9:00,0.124,-,0.267
2/1/2018,10:00,-0.186,-,-0.029
2/1/2018,11:00,-0.52,-,-0.329
2/1/2018,12:00,-0.825,-,-0.604
2/1/2018,13:00,-1.026,-,-0.844
2/1/2018,14:00,-1.056,-,-0.96
2/1/2018,15:00,-0.918,-,-0.797
2/1/2018,16:00,-0.66,-,-0.565
2/1/2018,17:00,-0.345,-,-0.259
2/1/2018,18:00,-0.047,-,0.029
2/1/2018,19:00,0.156,-,0.258
2/1/2018,20:00,0.227,-,0.385
2/1/2018,21:00,0.175,-,0.362
2/1/2018,22:00,0.03,-,0.205
2/1/2018,23:00,-0.168,-,-0.002
2/2/2018,0:00,-0.373,-,-0.222
2/2/2018,1:00,-0.519,-,-0.362
2/2/2018,2:00,-0.532,-,-0.336
2/2/2018,3:00,-0.397,-,-0.177
2/2/2018,4:00,-0.162,-,0.072
2/2/2018,5:00,0.108,-,0.391
2/2/2018,6:00,0.344,-,0.646
2/2/2018,7:00,0.472,-,0.78
2/2/2018,8:00,0.455,-,0.734
2/2/2018,9:00,0.303,-,0.54
2/2/2018,10:00,0.051,-,0.271
2/2/2018,11:00,-0.254,-,-0.033
2/2/2018,12:00,-0.57,-,-0.333
2/2/2018,13:00,-0.837,-,-0.603
2/2/2018,14:00,-0.979,-,-0.804
2/2/2018,15:00,-0.949,-,-0.837
2/2/2018,16:00,-0.77,-,-0.624
2/2/2018,17:00,-0.497,-,-0.382
2/2/2018,18:00,-0.193,-,-0.061
2/2/2018,19:00,0.063,-,0.183
2/2/2018,20:00,0.207,-,0.318
2/2/2018,21:00,0.222,-,0.249
2/2/2018,22:00,0.125,-,0.098
2/2/2018,23:00,-0.052,-,-0.118
2/3/2018,0:00,-0.265,-,-0.385
2/3/2018,1:00,-0.464,-,-0.583
2/3/2018,2:00,-0.581,-,-0.709
2/3/2018,3:00,-0.557,-,-0.664
2/3/2018,4:00,-0.396,-,-0.527
2/3/2018,5:00,-0.152,-,-0.3
2/3/2018,6:00,0.11,-,-0.07
2/3/2018,7:00,0.32,-,0.073
2/3/2018,8:00,0.415,-,0.117
2/3/2018,9:00,0.372,-,0.039
2/3/2018,10:00,0.208,-,-0.113
2/3/2018,11:00,-0.04,-,-0.325
2/3/2018,12:00,-0.327,-,-0.527
2/3/2018,13:00,-0.603,-,-0.75
2/3/2018,14:00,-0.81,-,-0.91
2/3/2018,15:00,-0.884,-,-0.939
2/3/2018,16:00,-0.799,-,-0.779
2/3/2018,17:00,-0.589,-,-0.558
2/3/2018,18:00,-0.316,-,-0.271
2/3/2018,19:00,-0.046,-,0.006
2/3/2018,20:00,0.152,-,0.174
2/3/2018,21:00,0.234,-,0.27
2/3/2018,22:00,0.196,-,0.249
